group_id,coverage_state,publication_blocked,candidate_id,includes_baseline,maximum_regret_loss,maximum_relative_regret,minimax_loss_candidate,minimax_relative_candidate,analysis_purpose,source_version,state,expected_scenario_modes,available_scenario_modes,unique_candidates,common_feasible_candidates,rejected_candidates,baseline_in_common_set,publication_blocked_coverage,minimax_scope,analysis_purpose_coverage,source_version_coverage,budget,context,form,Q0,anchor_count,anchor_sha256,normalize_cost_endpoint,quality_cost_scale,eta_attention,search_protocol.starts,search_protocol.maxiter,search_protocol.seed,search_protocol.solver,search_protocol.max_model_evaluations_per_start
22c883ea3fd1d8312b9e,computed_finite_candidate_set,False,0fcc609c095871c414e5,False,0,0,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1e+20,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
22c883ea3fd1d8312b9e,computed_finite_candidate_set,False,3d72341796b1fa910151,False,1.4415579840942883e-11,6.7994841092035729e-12,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1e+20,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
22c883ea3fd1d8312b9e,computed_finite_candidate_set,False,313571dd94d465218394,False,1.1458434201472301e-10,5.4046692626253511e-11,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1e+20,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
22c883ea3fd1d8312b9e,computed_finite_candidate_set,False,70ade7fb3f6e8736b3db,False,1.1563061619312975e-10,5.4540195123443481e-11,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1e+20,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
22c883ea3fd1d8312b9e,computed_finite_candidate_set,False,5e279f5bc9518ccce5f4,False,1.1595169269185135e-10,5.4691639225934287e-11,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1e+20,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
ecd3bc8bd6ef06027620,computed_finite_candidate_set,False,a49518e1a1450aa2d63a,False,0.032787681074626374,0.015465164697179588,False,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1e+20,4096,log_asymptotic,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
9528f3faa89ceb9c5365,computed_finite_candidate_set,False,276a26f70d3f67ebf7de,False,0.0063137290139727575,0.0031617512897866647,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+20,4096,exponential,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
3629f14f97fa15e7c47f,computed_finite_candidate_set,False,9e16af06cb27d1e504a1,False,0.0025370624793175089,0.0012721111191943578,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+20,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
3629f14f97fa15e7c47f,computed_finite_candidate_set,False,59e098dcab8fe1c8b5cf,False,0.0025370623832647876,0.0012721110710324636,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+20,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
3629f14f97fa15e7c47f,computed_finite_candidate_set,False,4de53c45e2fba6df434c,False,0.0025370624798184416,0.001272111119445531,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+20,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
3629f14f97fa15e7c47f,computed_finite_candidate_set,False,2dd2b4461da358a7af7c,False,0.0025370624794733843,0.0012721111192725153,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+20,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
3629f14f97fa15e7c47f,computed_finite_candidate_set,False,ddf2712bd360732a868c,False,0.0025370624795633123,0.0012721111193176062,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+20,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
3629f14f97fa15e7c47f,computed_finite_candidate_set,False,e98e59d3768503cc1b67,False,0.0025370624797462771,0.0012721111194093468,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+20,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
4190857384b882096324,computed_finite_candidate_set,False,d6b5fd01e2519208c6d1,False,0.0099280967249706364,0.0049717326410167201,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+20,4096,log_asymptotic,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
a423d553d8ced50f8e95,computed_finite_candidate_set,False,529eea11dc2400b60058,False,0.0065485737334318728,0.0034789466200000597,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1e+21,4096,exponential,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
b2698a79057ba71abc42,computed_finite_candidate_set,False,5ab6eff50699819a7d1e,False,0.009078669252422733,0.004822614828812001,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1e+21,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
b362900b7795115fb2af,computed_finite_candidate_set,False,5bfa37b1ac02a889c0a1,False,4.5509054048542552e-05,2.4952628909126367e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1e+21,4096,log_asymptotic,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
e8cc8231ab60f122897d,computed_finite_candidate_set,False,2b65e65689be42733534,False,0.0056547032121185836,0.0031555366358434396,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+21,4096,exponential,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
2ac28b1fba8cc7d739e6,computed_finite_candidate_set,False,472638e75203188cc9ce,False,0.0099339059439536026,0.0056625677859022993,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+21,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
3aaecaa04e534430d7d0,computed_finite_candidate_set,False,19d1a83b018bf2f89958,False,5.802106554853026e-05,3.2510544910861901e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+21,4096,log_asymptotic,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
b6724ea4c42b666805a9,computed_finite_candidate_set,False,5e9eeb2a4723b0d4c440,False,0.0023004307831318016,0.0013476512094417578,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1e+22,4096,exponential,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
4e631dd4a38b95b0f01e,computed_finite_candidate_set,False,a1f207e771cfb720a111,False,0.0027400158536314834,0.0016029425665485674,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1e+22,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
5fb7e5a4ab7629b92f65,computed_finite_candidate_set,False,ea1eacaf9c5bf49b5430,False,7.1169659018321951e-05,4.1865466928298658e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1e+22,4096,log_asymptotic,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
6dac62a56de4617a9c54,computed_finite_candidate_set,False,be15cb672139f8cb776c,False,0.00028713896457843724,0.00017496643889948813,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+22,4096,exponential,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
387c55db58f38229fbc2,computed_finite_candidate_set,False,1b6977fbd727f031e863,False,8.0970578908434732e-05,5.0698611715824203e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+22,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
a9408c36b5bef9f42e95,computed_finite_candidate_set,False,b18ac6bbb61f58472bb5,False,8.2126864733078619e-05,5.0197308455964256e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3e+22,4096,log_asymptotic,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
65fd3cb27f8d47b87c7d,computed_finite_candidate_set,False,d0ec7f0733c76d9746ac,False,8.1975274347056981e-05,5.1870118813748868e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1.0000000000000001e+23,4096,exponential,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
149c13a5ddde721026ad,computed_finite_candidate_set,False,db0bbd22546dcf50e895,False,7.9956734405195462e-05,5.057517570364936e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1.0000000000000001e+23,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
b517f5eb10440f263d0e,computed_finite_candidate_set,False,0faf52c7ea624812023b,False,9.2997113165127487e-05,5.8938458369397428e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,1.0000000000000001e+23,4096,log_asymptotic,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
0e1fe5a7d7306d6dbe48,computed_finite_candidate_set,False,9bc5eb088edb6cbfb52e,False,9.4602032863821961e-05,6.1635941013303523e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3.0000000000000001e+23,4096,exponential,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
06cd069866c826489baa,computed_finite_candidate_set,False,efcaec83014a4e0b090d,False,9.3036740274055063e-05,6.0604979402874527e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3.0000000000000001e+23,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
d70a4162e64081a3f0bb,computed_finite_candidate_set,False,2e4fbbb30c209f01e9be,False,0.00010192371767736574,6.646100730124747e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,3.0000000000000001e+23,4096,log_asymptotic,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
002c06d86aca7e64eb59,computed_finite_candidate_set,False,6720e8079993abef8df9,False,0.00010656361187066921,7.1344579698239335e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,9.9999999999999998e+23,4096,exponential,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
de5f159f1b7a1a6d004d,computed_finite_candidate_set,False,2aeff460423b40a97307,False,0.00010561808965214858,7.0705323865571021e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,9.9999999999999998e+23,4096,power,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
6035ab6ae5a4f6047cac,computed_finite_candidate_set,False,854f53a75fd19da02a8e,False,0.00011085499082130745,7.4246667213693563e-05,True,True,formal-analysis,V005,computed_finite_candidate_set,24,24,14,14,0,True,False,finite found common-feasible candidate set only; not a continuous/global robust optimum,formal-analysis,V005,9.9999999999999998e+23,4096,log_asymptotic,0.62193265812784448,24,648d3c2dd4cd6cf5e8aa19afb3367c829892735767c0b54df5e97f9761f30fc3,False,1,0.00020000000000000001,3,450,20260924,SLSQP,
